kathmandu, 28.004333316,86.85566324399997
southbasecamp, 28.007222, 86.859444
northbasecamp, 28.141389, 86.851389
khumbuicefall, 28.003145, 86.869817
westerncwm, 27.980833, 86.898056
campiii, 27.980305, 86.901999
lhotseface, 27.972932, 86.911340
campiv, 27.974279, 86.929980
southcol, 27.976174, 86.932126
summit, 27.97467, 86.91867
